price,Color,Type,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Clock Speed,Operating System,Touchscreen,Screen Size,Screen Resolution,Bluetooth,Weight,Disk Drive
32999.0,Carbon Black,Notebook,1.0,Intel,Pentium Silver,1,256.0,8,DDR4,3.1,Windows 11 Home,0,39.62,1920.0,5.0,1.61,Not Available
47990.0,Transparent Silver,Thin and Light Laptop,1.0,Intel,Core i5,1,256.0,8,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.0,1.8,Not Available
76527.0,Onyx Black,Gaming Laptop,0.0,Intel,Core i7,1,512.0,8,DDR4,2.6,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
57990.0,Black Plastic,Gaming Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,4.5,Windows 11 Home,0,39.62,1920.0,5.2,2.3,Not Available
40990.0,Jet Black,Thin and Light Laptop,1.0,Intel,Core i3,1,512.0,8,DDR4,3.7,Windows 11 Home,0,39.62,1920.0,5.0,1.69,Not Available
32999.0,Carbon Black,Notebook,1.0,AMD,Athlon Dual Core,1,256.0,8,DDR4,3.2,Windows 11 Home,0,39.62,1920.0,5.0,1.68,Not Available
67990.0,Phantom Black,Gaming Laptop,0.0,AMD,Ryzen 5 Hexa Core,1,256.0,8,DDR4,3.0,Windows 10 Home,0,39.62,1920.0,5.0,2.3,Not Available
61990.0,Graphite Grey,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,16,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.1,2.48,Not Available
45990.0,Transparent Silver,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,1.0,Windows 11 Home,0,39.62,1920.0,4.1,1.8,Not Available
45990.0,Platinum Grey,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,4.2,Windows 10 Home,0,39.62,1920.0,5.0,1.7,Not Available
139990.0,Carbon Gray,Gaming Laptop,0.0,Intel,Core i7,1,1024.0,16,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.1,1.7,Not Available
34990.0,Accent Black,Thin and Light Laptop,1.0,AMD,Ryzen 3 Dual Core,0,0.0,8,DDR4,2.6,Windows 11 Home,0,35.56,1920.0,5.0,1.59,Not Available
47490.0,Arctic Grey,Thin and Light Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,512.0,8,DDR4,2.1,Windows 11 Home,0,39.62,1920.0,5.0,1.65,Not Available
47990.0,Transparent Silver,Thin and Light Laptop,1.0,Intel,Core i5,1,256.0,8,DDR4,2.4,Windows 11 Home,0,35.56,1920.0,4.1,1.6,Not Available
109990.0,Mica Silver,Gaming Laptop,0.0,AMD,Ryzen 7 Octa Core,1,1024.0,16,DDR4,4.4,Windows 10 Home,0,39.62,1920.0,5.0,2.37,Not Available
39990.0,Starfall Grey,Thin and Light Laptop,0.0,Intel,Core i5,1,512.0,8,LPDDR4X,1.0,Windows 11 Home,0,35.56,1920.0,5.1,1.48,Not Available
42990.0,Natural Silver,Thin and Light Laptop,1.0,Intel,Core i3,1,512.0,8,DDR4,3.7,Windows 10 Home,0,35.56,1920.0,5.0,1.46,Not Available
35999.0,Accent Black,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,4,DDR4,4.1,Windows 10 Home,0,35.56,1920.0,4.1,1.58,Not Available
54990.0,Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.0,2.15,Not Available
36057.0,Accent Black,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,4,DDR4,1.2,Windows 10 Home,0,35.56,1920.0,4.1,1.58,Not Available
47999.0,Platinum Grey,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,4.2,Windows 11 Home,0,39.62,1920.0,5.0,1.8,Not Available
39990.0,Black,Thin and Light Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.1,Windows 10 Home,0,35.56,1366.0,5.0,1.4,Not Available
58990.0,Black,Gaming Laptop,0.0,Intel,Hexa Core i5,1,256.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.1,1.86,Not Available
31390.0,Jet Black,Thin and Light Laptop,1.0,Intel,Celeron Dual Core,1,256.0,8,DDR4,2.8,Windows 11 Home,0,35.56,1366.0,4.2,1.46,Not Available
40990.0,Cobalt Blue,Thin and Light Laptop,1.0,Intel,Core i3,1,512.0,8,DDR4,3.0,Windows 11 Home,0,35.56,1920.0,5.0,1.4,Not Available
50990.0,Arctic Grey,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 10 Home,0,35.56,1920.0,5.0,1.41,Not Available
61990.0,Onyx Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
34990.0,Pure Silver,Thin and Light Laptop,0.0,Intel,Core i3,1,256.0,8,DDR4,1.7,Windows 11 Home,0,39.62,1920.0,5.0,1.7,Not Available
40990.0,Titan Gray,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,1.2,Windows 11 Home,0,39.62,1920.0,5.0,1.8,Not Available
55990.0,Transparent Silver,Thin and Light Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,512.0,16,DDR4,4.0,Windows 11 Home,0,39.62,1920.0,5.0,1.8,Not Available
61990.0,Onyx Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
36990.0,Transparent Silver,Thin and Light Laptop,1.0,Intel,Core i3,1,512.0,8,DDR4,1.2,Windows 11 Home,0,39.62,1920.0,4.1,1.8,Not Available
51990.0,Arctic Grey,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,2.2,Windows 10 Home,0,39.62,1920.0,5.0,1.65,Not Available
39490.0,Dune,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,1.2,Windows 10 Home,0,35.56,1920.0,4.1,1.58,Not Available
67990.0,Phantom Black,Gaming Laptop,0.0,AMD,Ryzen 5 Hexa Core,1,256.0,8,DDR4,3.0,Windows 10 Home,0,39.62,1920.0,5.0,2.3,Not Available
54990.0,Cobalt Blue,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,16,DDR4,2.4,Windows 11 Home,0,35.56,1920.0,5.0,1.4,Not Available
40990.0,Bespoke Black,Thin and Light Laptop,1.0,Intel,Core i3,1,512.0,8,DDR4,3.0,Windows 11 Home,0,35.56,1920.0,5.0,1.4,Not Available
54990.0,Black,Gaming Laptop,0.0,AMD,Ryzen 5 Hexa Core,1,512.0,8,DDR4,2.1,Windows 10 Home,0,39.62,1920.0,5.1,2.15,Not Available
139990.0,Carbon Gray,Gaming Laptop,0.0,Intel,Core i7,1,1024.0,16,DDR4,3.0,Windows 10 Home,0,39.62,1920.0,5.1,1.7,Not Available
91990.0,Black,Gaming Laptop,0.0,Intel,Core i7,1,1024.0,16,DDR4,5.0,Windows 10 Home,0,39.62,1920.0,5.1,1.86,Not Available
29990.0,Aurora Green,Thin and Light Laptop,0.0,Intel,Core i3,1,256.0,8,LPDDR4X,1.2,Windows 11 Home,0,35.56,1920.0,5.1,1.48,Not Available
49990.0,Platinum Grey,Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,512.0,8,DDR4,2.1,Windows 11 Home,0,39.62,1920.0,5.0,0.97,Not Available
109990.0,Mica Silver,Gaming Laptop,0.0,AMD,Ryzen 7 Octa Core,1,1024.0,16,DDR4,4.4,Windows 10 Home,0,39.62,1920.0,5.0,2.37,Not Available
31990.0,Carbon Gray,Thin and Light Laptop,0.0,Intel,Core i3,1,256.0,8,DDR4,2.1,Windows 10 Home,0,35.56,1920.0,5.0,1.3,Not Available
34990.0,Transparent Silver,Thin and Light Laptop,1.0,AMD,Ryzen 3 Dual Core,1,256.0,8,DDR4,2.6,Windows 10 Home,0,39.62,1920.0,4.2,1.8,Not Available
59990.0,Hearty Gold,Thin and Light Laptop,1.0,AMD,Ryzen 7 Octa Core,1,512.0,16,DDR4,4.3,Windows 11 Home,0,39.62,1920.0,5.0,1.8,Not Available
58990.0,Black,Gaming Laptop,0.0,Intel,Hexa Core i5,1,256.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.1,1.86,Not Available
60990.0,Obsidian Black,Gaming Laptop,0.0,AMD,Ryzen 5 Hexa Core,1,256.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.0,2.3,Not Available
53990.0,Transparent Silver,Thin and Light Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,256.0,8,DDR4,4.0,Windows 11 Home,0,39.62,1920.0,5.0,1.8,Not Available
54990.0,Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.0,2.15,Not Available
76527.0,Onyx Black,Gaming Laptop,0.0,Intel,Core i7,1,512.0,8,DDR4,2.6,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
57990.0,Graphite Grey,2 in 1 Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,512.0,8,DDR4,2.1,Windows 11 Home,1,35.56,1920.0,5.0,2.4,Not Available
92900.0,Space Grey,Thin and Light Laptop,0.0,Apple,M1,1,256.0,8,DDR4,2.5,Mac OS Big Sur,0,33.78,2560.0,5.0,1.29,Not Available
34990.0,Platinum Grey,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,2.1,Windows 11 Home,0,35.56,1920.0,5.0,1.7,Not Available
67990.0,Phantom Black,Gaming Laptop,0.0,AMD,Ryzen 5 Hexa Core,1,256.0,8,DDR4,3.0,Windows 10 Home,0,39.62,1920.0,5.0,2.3,Not Available
34990.0,Transparent Silver,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,4.1,Windows 11 Home,0,35.56,1920.0,4.1,1.6,Not Available
31990.0,Transparent Silver,Thin and Light Laptop,1.0,AMD,Ryzen 3 Dual Core,1,256.0,4,DDR4,2.6,Windows 10 Home,0,39.62,1920.0,4.2,1.8,Not Available
35490.0,Platinum Grey,Thin and Light Laptop,1.0,Intel,Core i3,0,0.0,8,DDR4,2.1,Windows 10 Home,0,39.62,1366.0,5.0,1.7,Not Available
139990.0,Carbon Gray,Gaming Laptop,0.0,Intel,Core i7,1,1024.0,16,DDR4,4.7,Windows 10 Home,0,39.62,1920.0,5.1,1.7,Not Available
56900.0,Natural Silver,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,4.5,Windows 11 Home,0,39.62,1920.0,5.2,1.69,Not Available
35990.0,Pure Silver,Laptop,0.0,AMD,Ryzen 3 Dual Core,1,512.0,8,DDR4,2.6,Windows 11 Home,0,39.62,1920.0,4.2,1.9,Not Available
56990.0,Transparent Silver,Gaming Laptop,1.0,Intel,Core i7,1,512.0,16,DDR4,1.3,Windows 11 Home,0,39.62,1920.0,4.1,1.8,Not Available
109990.0,Mica Silver,Gaming Laptop,0.0,AMD,Ryzen 7 Octa Core,1,1024.0,16,DDR4,4.4,Windows 10 Home,0,39.62,1920.0,5.0,2.37,Not Available
42990.0,Arctic Grey,Thin and Light Laptop,1.0,Intel,Core i3,1,512.0,8,DDR4,1.7,Windows 11 Home,0,35.56,1920.0,5.0,1.65,Not Available
45990.0,Indie Black,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,3.0,Windows 11 Home,0,39.62,1920.0,5.0,1.8,Not Available
73990.0,Graphite Black,Gaming Laptop,0.0,Intel,Core i5,1,1024.0,8,DDR4,2.7,Windows 10 Home,0,39.62,1920.0,5.2,2.3,Not Available
54990.0,Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.0,2.15,Not Available
29990.0,Platinum Grey,Thin and Light Laptop,1.0,Intel,Celeron Dual Core,1,256.0,4,DDR4,2.8,Windows 11 Home,0,35.56,1366.0,5.0,1.5,Not Available
34979.0,Transparent Silver,Notebook,1.0,Intel,Core i3,1,256.0,8,DDR4,3.0,Windows 10 Home,0,35.56,1920.0,4.2,1.6,Not Available
43990.0,Platinum Silver,Thin and Light Laptop,1.0,AMD,Ryzen 3 Dual Core,1,256.0,8,DDR4,3.5,Windows 11 Home,0,38.0,1920.0,5.0,1.41,Not Available
58990.0,Black,Gaming Laptop,0.0,Intel,Hexa Core i5,1,256.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.1,1.86,Not Available
54990.0,Accent Black,Thin and Light Laptop,1.0,Intel,Core i5,1,256.0,8,DDR4,2.4,Windows 10,0,35.56,1920.0,4.1,1.58,Not Available
32990.0,Charcoal Black,Thin and Light Laptop,0.0,Intel,Core i3,1,256.0,4,DDR4,3.0,Windows 11 Home,0,39.62,1920.0,5.0,1.7,Not Available
42990.0,Pure Silver,Laptop,0.0,AMD,Ryzen 5 Quad Core,1,512.0,8,DDR4,2.1,Windows 11 Home,0,39.62,1920.0,4.2,1.9,Not Available
61990.0,Onyx Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
49990.0,Pure Silver,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 11 Home,0,39.62,1920.0,5.1,1.65,Not Available
48990.0,Charcoal Gray,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,3.1,Windows 10 Home,0,39.62,1920.0,5.0,1.8,Not Available
55490.0,Natural Silver,Thin and Light Laptop,1.0,AMD,Ryzen 7 Octa Core,1,512.0,8,DDR4,1.8,Windows 10 Home,0,35.56,1920.0,5.2,1.46,Not Available
139990.0,Carbon Gray,Gaming Laptop,0.0,Intel,Core i7,1,1024.0,16,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.1,1.7,Not Available
102990.0,Silver,Thin and Light Laptop,0.0,Apple,M1,1,512.0,8,DDR4,1.8,Mac OS Big Sur,0,33.78,2560.0,5.0,1.29,Not Available
65990.0,Black,Gaming Laptop,0.0,Intel,Core i7,1,256.0,8,DDR4,2.6,Windows 10 Home,0,39.62,1920.0,5.1,1.86,Not Available
36990.0,Carbon Black,Thin and Light Laptop,1.0,AMD,Ryzen 3 Dual Core,1,256.0,8,DDR4,3.5,Windows 11 Home,0,38.0,1920.0,5.0,1.7,Not Available
46990.0,Indie Black,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,1.7,Windows 11 Home,0,39.62,1920.0,5.0,1.8,Not Available
109990.0,Mica Silver,Gaming Laptop,0.0,AMD,Ryzen 7 Octa Core,1,1024.0,16,DDR4,4.4,Windows 10 Home,0,39.62,1920.0,5.0,2.37,Not Available
51990.0,Transparent Silver,Thin and Light Laptop,1.0,Intel,Core i5,1,256.0,8,DDR4,2.4,Windows 11 Home,0,39.62,1920.0,4.1,1.8,Not Available
58990.0,Black,Gaming Laptop,0.0,Intel,Hexa Core i5,1,256.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.1,1.86,Not Available
54990.0,Dreamy White,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,16,DDR4,2.4,Windows 11 Home,0,35.56,1920.0,5.0,1.4,Not Available
124990.0,Eclipse Gray,Gaming Laptop,1.0,AMD,Ryzen 9 Octa Core,1,1024.0,16,DDR4,3.3,Windows 10 Home,0,39.62,2560.0,5.1,2.3,Not Available
60990.0,Mineral Grey,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,16,DDR4,2.4,Windows 10 Home,0,33.02,2560.0,5.1,1.26,Not Available
76527.0,Onyx Black,Gaming Laptop,0.0,Intel,Core i7,1,512.0,8,DDR4,2.6,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
110490.0,Space Grey,Thin and Light Laptop,0.0,Apple,M1,1,512.0,8,DDR4,3.0,Mac OS Big Sur,0,33.78,2560.0,5.0,1.29,Not Available
41990.0,Natural Silver,Thin and Light Laptop,1.0,Intel,Core i3,1,512.0,8,DDR4,3.7,Windows 11 Home,0,39.62,1366.0,5.0,1.75,Not Available
61990.0,Onyx Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
55490.0,Black,Gaming Laptop,0.0,Intel,Core i5,0,0.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.1,1.86,Not Available
75446.0,Indie Black,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,16,DDR4,4.5,Windows 11 Home,0,35.56,2880.0,5.2,1.5,Not Available
44990.0,Platinum Grey,Laptop,1.0,Intel,Core i5,0,0.0,8,DDR4,3.6,Windows 10 Home,0,39.62,1920.0,5.0,1.85,Not Available
94990.0,Black,Gaming Laptop,0.0,AMD,Ryzen 7 Octa Core,1,256.0,16,DDR4,3.2,Windows 10 Home,0,39.62,1920.0,5.1,2.4,Not Available
65990.0,Black Plastic,Gaming Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.2,2.3,Not Available
35990.0,Carbon Black,Thin and Light Laptop,1.0,Intel,Core i3,0,0.0,8,DDR4,1.7,Windows 11 Home,0,38.0,1920.0,5.0,1.8,Not Available
133990.0,Space Grey,Thin and Light Laptop,0.0,Apple,M1,1,512.0,8,DDR4,4.2,Mac OS Big Sur,0,33.78,2560.0,5.0,1.4,Not Available
42490.0,Natural Silver,Laptop,1.0,Intel,Core i3,1,512.0,8,DDR4,3.7,Windows 11 Home,0,39.62,1920.0,5.0,1.69,Not Available
61990.0,Onyx Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
44490.0,Carbon Black,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,4.1,Windows 11 Home,0,39.62,1920.0,5.0,0.995,Not Available
69490.0,Dark Shadow Grey,Gaming Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,2.6,Windows 11 Home,0,39.62,1920.0,5.0,2.65,Not Available
53990.0,Natural Silver,2 in 1 Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,1.7,Windows 11 Home,1,35.56,1920.0,5.2,1.52,Not Available
67990.0,Phantom Black,Gaming Laptop,0.0,AMD,Ryzen 5 Hexa Core,1,256.0,8,DDR4,3.0,Windows 10 Home,0,39.62,1920.0,5.0,2.3,Not Available
59490.0,Titan Grey,Thin and Light Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,512.0,8,DDR4,2.4,Windows 11 Home,0,35.56,1920.0,5.0,1.5,Not Available
42090.0,Black,Laptop,1.0,Intel,Core i3,0,0.0,8,DDR4,4.4,Windows 10 Home,0,38.0,1980.0,5.0,1.8,Not Available
48490.0,Arctic Grey,Thin and Light Laptop,1.0,Intel,Core i5,1,256.0,8,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.0,1.65,Not Available
139990.0,Carbon Gray,Gaming Laptop,0.0,Intel,Core i7,1,1024.0,16,DDR4,4.4,Windows 10 Home,0,39.62,1920.0,5.1,1.7,Not Available
64990.0,Black,Gaming Laptop,0.0,Intel,Core i5,1,1024.0,8,DDR4,2.5,Windows 11 Home,0,39.62,1920.0,5.1,2.3,Not Available
76990.0,Eclipse Gray,Gaming Laptop,0.0,AMD,Ryzen 7 Octa Core,1,512.0,8,DDR4,2.9,Windows 10 Home,0,39.62,1920.0,5.1,2.1,Not Available
41690.0,Transparent Silver,Laptop,1.0,Intel,Core i3,1,512.0,8,DDR4,3.0,Windows 11 Home,0,39.62,1920.0,5.0,1.8,Not Available
